gene,Allen_Astrocyte,Allen_CGE interneuron,Allen_Committed oligodendrocyte precursor,Allen_Deep-layer corticothalamic and 6b,Allen_Deep-layer intratelencephalic,Allen_Deep-layer near-projecting,Allen_Eccentric medium spiny neuron,Allen_Fibroblast,Allen_Hippocampal CA1-3,Allen_LAMP5-LHX6 and Chandelier,Allen_MGE interneuron,Allen_Medium spiny neuron,Allen_Microglia,Allen_Upper-layer intratelencephalic,Allen_endothelial cell,Allen_pericyte,Allen_vascular associated smooth muscle cell,HRCA_GABAergic amacrine cell,HRCA_H1 horizontal cell,HRCA_H2 horizontal cell,HRCA_Mueller cell,HRCA_OFF midget ganglion cell,HRCA_OFF parasol ganglion cell,HRCA_OFFx cell,HRCA_ON midget ganglion cell,HRCA_ON parasol ganglion cell,HRCA_ON-blue cone bipolar cell,HRCA_S cone cell,HRCA_amacrine cell,HRCA_astrocyte,HRCA_diffuse bipolar 1 cell,HRCA_diffuse bipolar 2 cell,HRCA_diffuse bipolar 3a cell,HRCA_diffuse bipolar 3b cell,HRCA_diffuse bipolar 4 cell,HRCA_diffuse bipolar 6 cell,HRCA_flat midget bipolar cell,HRCA_giant bipolar cell,HRCA_glycinergic amacrine cell,HRCA_invaginating midget bipolar cell,HRCA_microglial cell,HRCA_retinal bipolar neuron,HRCA_retinal cone cell,HRCA_retinal ganglion cell,HRCA_retinal pigment epithelial cell,HRCA_retinal rod cell,HRCA_rod bipolar cell,HRCA_starburst amacrine cell,Mona_B cell,Mona_Schwann cell,Mona_T cell,Mona_astrocyte,Mona_endothelium,Mona_fibroblast,Mona_macrophage,Mona_melanocyte,Mona_microglial cell,Mona_myelinating Schwann cell,Mona_natural killer cell,Mona_pericyte,Mona_pigmented epithelial cell,Mona_vascular associated smooth muscle cell,OPC,Oligodendrocyte
ARPP19,45.189122376167,266.80250362058,1.74941531554409,378.994087642954,1961.65983133723,37.6175021537955,125.065077669982,2.04654053483699,415.853558139724,55.3566024412389,253.279682664469,2168.93873248991,17.6985173306618,3882.92367737246,0.99732161930656,0.939026755674358,1.35752612834599,112.35894845625,157.171760835884,157.966298170811,91.5797634961559,93.367700063182,90.8842218688435,109.479246216664,90.1375878992119,110.889993898208,109.541339499726,197.564168954031,100.65931873513,123.308828906705,105.960485866902,127.841760088584,114.435362528649,119.663924622973,123.698593902389,125.781967083483,98.2387179954293,105.818049749383,111.396201910779,131.670145832979,131.896812652887,123.015713584847,173.394077443191,98.6284976594539,68.7780618510635,165.954416917054,141.833986775039,96.9777708501831,82.9004653564356,77.6264343703121,64.0309653394338,120.599325255503,150.080599492575,81.887814635596,65.7545287285969,80.3532828667664,67.8352198702885,62.6185465033751,49.3324600998812,83.7869018303102,111.852087713278,78.9661252741284,80.1221831663071,182.4952308314525
ARPP21,39.9075404293214,1532.85451241897,15.4954425339535,4665.12973211771,10019.3595197761,608.539987546831,659.336804915409,0.714549917616599,2217.93540584696,8.4963318804635,60.2207596897608,7401.31674302061,5.25259412057313,13269.6644717085,0.225229926328459,0.219655381444294,0.419236010224497,108.621185985808,2.71119990217066,1.6733718026569,3.00071972015902,2.84465062289528,2.62475965876917,4.52861411444317,1.27008295149823,688.77262432947,5.19721683757825,0.891675016864742,4.25177343159201,2.61564182529375,56.423589266364,2.35877453812506,3.12119701061819,2.40608788117941,3.46431374094972,40.7525471452443,2.7667647635042,2.5357788101937,4.14525641850453,2.20601356049929,4.79276208767759,133.369611736568,0.97016332190617,23.6346454941737,3.04327707305591,2.04546277095684,301.947067297493,125.421314260098,0.931465902881299,1.28520586705815,0.853746204525785,5.38275415593107,2.05408326016328,89.7146069544105,1.50674905427582,0.946642972096347,1.57423506028096,0.0,0.573633256975363,2.01088564392744,0.902032965429659,1.21020881646174,2016.763442471787,196.86796055496467
ARRB1,155.806667431946,335.428283538046,1.02761844135937,259.009126527224,642.716634722083,41.6221703533385,77.7525970193559,7.66438126644336,177.0576428723,81.2499782591304,380.533341218023,280.658684578825,73.4884877746743,588.005011415407,0.594186342609708,1.21496882861375,0.424226915108122,287.945364379583,17.6552299849487,33.8439447087358,5.35174232659554,168.079870477602,188.123125016812,17.83141807562,212.045634381317,297.551741807838,50.7728106440337,8.41275994172387,142.21331773989,160.42603195135,11.5861953862832,18.0202734957165,7.64949103421998,14.3845973328064,6.50186419497084,27.5464533387337,12.8218192563735,18.3843963739043,116.498346900344,9.36524915754022,444.576611252973,17.3774435812999,143.372045899703,209.843439378018,71.8213389241194,4.55652698977739,17.7993150393888,106.34452393862,35.3957043094894,98.9608517634774,81.715708147468,63.9266136423433,313.678392052031,230.727315231717,544.599378177453,161.987317989898,366.224319932633,26.0910610430729,224.290603477367,141.432290289564,154.473145329829,39.029234330891,32.21504640097293,151.520112962869
ARRB2,8.53111727199047,122.735905828988,0.431918611459932,73.3652895130162,244.767407479555,13.127137127492,18.0405736806771,0.347853915269744,164.614618444838,25.5614652070717,131.449646406495,53.7390817352346,63.6137847549544,421.98303400504,0.114805915754973,0.123556152062416,0.109799907439749,70.3754358043749,74.9990537531085,43.8005069345444,13.5665566797648,46.543221162983,31.7427074522493,55.8717766369426,46.9026772945316,36.6250645404232,55.970027481612,11.708080656224,120.614308707402,16.7733221812488,49.5073399796541,42.2096496296063,39.8592208405175,43.603851602093,39.852159882302,42.0893603219769,38.5536600015141,38.1888288815171,129.024888194219,32.023276288276,489.245153910129,37.7483170412576,12.69323008629,42.8445813227077,8.52117580455653,17.4892372916215,25.627783463438,75.4489509244029,30.7383747950829,16.7076762717559,78.0567958423575,25.1067033130213,11.728152808029,16.6645453121424,412.126001325523,6.18102175898203,320.714615462693,5.21821220861459,59.6578587254377,12.0653138635647,17.3641345845209,9.37911832757847,34.6042412363763,27.8344813378616
ARRDC4,20.145089868059,41.9758218338627,0.594250438585813,39.0045696409337,79.420846421337,5.61929012291999,13.1778658234688,0.865286614233488,77.4627187566311,7.97744979018613,30.6966586312413,68.240241828042,1.20589357293511,134.694833557699,0.0543356242504453,0.381651225259461,0.184663480694124,7.06356724925052,10.1313259502167,12.5084542248603,3.5375457251416,11.5858450347929,13.0777498787797,4.81165249659587,11.1136088421811,10.9475423815203,12.3933632280712,7.71492731982972,6.19058211639797,67.2178430976282,9.10343923207969,9.19635579034183,9.69617759855977,12.0996793449238,10.4557005297504,10.3704294922292,5.57530953182642,8.52021680225083,10.9002089398997,10.416713564881,13.2280233619902,8.90253821055407,9.2430672759099,13.3374683990858,1.82596624383354,12.1354838911145,11.0776628427688,5.10022157695021,12.1090567374569,49.0948641216213,0.853746204525785,142.437927830995,12.0594565596683,27.8503360011147,57.0756541759681,39.5362653052004,10.733420865552,5.21821220861459,6.88359908370435,39.5474176639064,9.92236261972625,21.1786542880804,80.61088334641005,26.70084453392975
ARSA,24.9802592903085,53.8361909532474,0.517432698963744,48.206755091132,133.988979987964,9.21957814596184,9.53554545233185,0.755132874398069,64.4152981513885,16.0940411464802,77.0670349280118,55.8812820967707,6.51356456342595,217.205782259683,0.182287255549881,0.218282535310267,0.0998180976724993,24.9425310662013,25.7109962014462,25.0169084497207,23.8378275750981,25.4044817553796,22.0264918732968,22.9261089543686,25.2086186778671,26.354055676862,18.7899377973983,12.5609871940946,19.8756235348821,31.553774400369,16.7438257304323,16.8934095463289,15.5804014710367,13.744127896809,17.7608838530574,19.2420078469096,17.9236220669291,15.4682507421816,29.614377515411,13.2051559392504,39.6840700859705,21.4723519867367,11.6201233893906,26.3310943292671,32.8673923890038,16.1554416909749,13.980086512122,18.5618641045736,22.3551816691512,18.2499233122257,18.1725977820488,53.8916219659289,19.2818783454037,20.6757763755348,33.7511788157784,17.4850525434266,27.1913328593983,10.4364244172292,14.3408314243841,10.7247234342797,20.0702334808099,14.5225057975408,20.536973729738598,45.36988400440795
ARSB,75.6930119626963,288.204215757551,4.35397150612629,159.988161371751,464.689349060969,47.5342375216105,52.2389617256338,2.82776245288029,236.155124294002,67.7503475640371,266.169119616526,284.695239387267,64.567484239319,639.964240617511,0.788742932667754,0.407735301805971,0.593917681151371,121.955553121626,110.78300078726,93.4578151783879,173.317716900965,44.043974778774,43.5464511808662,61.0230751921217,41.6859915890413,47.2035886394203,147.521001005106,75.3659231645677,100.341852985571,167.027413700901,65.6452549819772,125.960470274775,65.1613834921682,142.547724471312,112.3140556305,60.4806688746021,89.2188791774953,126.814298297787,115.855378295284,97.2449949671499,271.653755129566,110.730988368536,126.174263283405,64.1537659087641,183.813935212577,61.3904131257344,64.0338315268109,73.0214416161429,106.187112928468,71.9715285552563,83.9110555305343,260.743174529566,258.483187028934,223.878871952755,378.615902358429,107.471819773291,272.056440872191,57.4003342947605,72.851423635871,128.696681211356,255.726345699308,108.01113686921,272.014566124903,223.541277923233
ARSG,20.1204502157274,124.753458537553,0.35365148052424,78.3990255452321,254.636312934021,16.2143406255109,25.8614892089918,3.76117045885411,102.576322047793,34.4186955246275,251.789708394063,180.612999764619,10.367496066352,465.474919152953,0.737912832562499,0.249857996392885,0.0898362879052494,132.157032251305,96.9351256888529,54.4264178814157,111.241360047877,349.998115060858,269.5674217971,165.74727658862,373.445753530214,286.757957044036,155.116933306182,266.649598521552,240.117487291348,93.3742613505656,180.280609078149,235.925202284938,240.664756384305,258.784272112462,188.616820961056,210.973424982537,177.759993832387,160.945881082994,295.962231077388,108.733789888535,111.958922368149,167.165564652325,230.733537314437,295.5959414256,346.324930913762,365.774375041973,127.412123828792,77.6802978643186,81.037533550673,81.225010798075,113.182353971418,220.308437953464,167.109612326832,95.7477593668299,59.7275325114936,115.935921641447,72.8441496075461,73.0549709206042,171.516343835633,58.3156836738959,151.76704643354,37.2139211061984,30.470196974603823,14.023996485147055
ARTN,0.656574265071642,6.92084352255428,0.0478299133495898,2.09147166555934,6.58748352042077,0.715999308930223,1.29140766043892,0.0086963478817436,3.28577010798546,1.36967479137462,7.99919065989049,6.27586438799163,0.0985586093264274,18.449302031119,0.001752762072595,0.0041185384020805,0.0249545244181248,3.68350462812979,1.64747553863959,1.33869744212552,0.740544591488786,1.33844142490953,4.37459943128194,1.52840726362457,1.07244640054133,3.07515235435963,3.19828728466354,2.13226634467656,2.22226024691209,0.581253738954166,1.92118035741941,2.22507881531635,2.55835820542474,2.68304763728639,2.35974993948749,4.01043953019799,1.93580688990143,5.27441992520289,3.92589065913112,3.97391695127326,0.958552417535519,1.96970277729872,1.33514437870045,1.53824262404653,0.608655414611181,5.79746760082157,1.58659493545659,2.28038753200178,0.931465902881299,5.39786464164422,0.0,0.448562846327589,0.0662607503278477,0.489174519925902,0.120539924342066,0.1113697614231,0.572449112829439,0.0,0.0,16.0870851514196,0.45101648271483,49.0134570667004,0.5481537301373445,1.105149409903175
ARX,14.8316213123137,233.157783057428,0.0565262612313334,1.10733496360868,3.13793219399581,0.259441045138684,3.54521115312414,0.0159433044498633,0.847893918470001,93.0465741607156,629.103951504527,22.553978231302,0.159433044498633,5.5294278614753,0.008763810362975,0.0041185384020805,0.0249545244181248,0.008038198861167,0.0064861241678723,0.0,0.0110118154868221,0.0024671731334737,0.0460484150661257,0.0,0.007660331432438,0.0307515235435963,0.0,0.0,0.0,0.0415181242110119,0.0295566208833756,0.0095496944863362,0.0,0.0,0.0125518613802526,0.0405094902040201,0.0,0.0,0.0151286730602355,0.0051542372908862,0.0,0.012958570903281,0.0062389924238338,0.0180969720476062,0.0,0.012601748588904,0.0047502842378939,0.0,0.931465902881299,0.0,0.0,0.0768964879418724,0.0662607503278477,0.913125770528351,0.0602699621710329,0.0556848807115498,0.0,0.0,0.0,1.34059042928496,0.0,0.907656612346303,1.22763444263947,0.39958273388929255
ASAH1,66.941587211035,345.627650212017,1.66824940198115,225.900680750113,541.860740163562,57.9901464580936,60.6468807359662,2.70166540859501,384.084349936401,79.2686603334065,352.594874256608,239.48582553271,76.9249945792766,856.074283044094,0.828180079301142,2.00847389408127,1.55716232369099,338.657356219828,324.416472504473,246.780506596826,783.207117638606,377.914179066114,260.587980859205,242.054424416988,376.44400725287,249.702371174002,250.265980024922,129.176572008405,286.025302290058,159.055933852386,217.75840435827,253.95502547514,201.521875841307,242.201306715556,257.551643661403,227.622825456389,227.394639556191,253.045367469229,282.694384803561,257.979884883436,1046.16410849827,172.55633014809,126.78568454094,255.330178619676,219.724604674636,147.102201028053,179.997770342279,213.694380015005,95.9409879967738,61.4328404453795,31.8325370544614,202.686326133452,91.0422709504628,86.8773947388402,589.500499994872,449.599726865053,398.138357972875,125.23709300675,65.9678245521667,117.301662562434,383.364010307605,40.2394431473528,111.4870615057091,155.483585144133
ASAP1,545.563934969871,1251.2334320079,8.93549744849155,1824.60538872096,3810.98603830336,290.342067945146,121.156069297138,19.2450178622986,1612.32173936234,345.918977866056,1666.65362214485,1469.17115688096,77.578670061721,6055.64242240829,13.5576146315224,6.13387652683192,6.90741235893695,1052.60113609496,1554.74342141152,1404.16811390447,324.823780276406,1110.57454788846,1541.99257637597,578.870099178698,1108.09145476275,1310.56843038099,438.76503686478,93.3932658968332,1195.74608377597,408.455305987935,460.920724365801,313.822060209982,992.617400122746,297.264368226575,476.305483796445,247.675023107379,582.580387182421,391.16923926048,1355.61987823546,207.318886551316,956.060181249926,370.913174964613,66.3891183820164,1294.80215606213,678.042131876856,117.419777101779,157.058647757489,570.685370105477,422.88551990811,282.231208405969,498.221892212547,1076.40985429165,4510.43553556692,1765.72434712454,1408.87063571006,1403.81584273817,679.353984650336,490.511947609771,407.853245709483,2535.72679699251,1336.5873465254,1349.98793476307,2075.5134604375994,993.7090268576005
ASAP2,230.235810169162,263.502239599458,1.21314052950323,503.818566354874,625.764553917938,102.480662221094,91.1275800614775,4.18729150505954,190.115209216738,62.3571624860425,315.797727586323,862.109548474024,1.23778018183484,784.607696151925,2.27596155126462,4.17619793970965,2.09618005112249,232.880687856016,280.245966921262,41.4577864108247,301.745767969899,538.967540459583,581.744977002055,694.576189802721,513.635947008976,464.717023790827,59.1683147662755,8.99428712663565,160.365555777166,465.584244902287,1037.91029894062,409.051613627728,109.676816266559,375.730529128635,645.630093816053,1130.82241904522,273.4083515291,40.7499654798127,277.675447515828,339.530227299837,20.7047322187672,816.208546914059,12.5372552756942,559.40455144958,166.771583603464,50.5210733428418,824.806103078246,220.85430645957,31.6698406979642,1428.12075947501,10.3669181978131,418.124653183931,846.083520936288,586.715919199127,25.1928441874917,447.205276994457,12.8801050386624,647.058313868209,13.7671981674087,605.946874036803,1650.26931025356,543.081206387205,236.98815781237215,211.875015831059
ASB3,1096.98775902072,1247.05628624203,9.6717882358125,755.859019446195,2035.96432642148,184.913343792141,259.497571399915,8.74562718640681,899.218314276738,258.487345654319,1356.60997807361,923.121675821024,67.2271172998189,3598.31974963795,2.65981644516293,2.17870681470059,1.51224417973836,703.72421479802,769.131089950476,692.064743283828,838.648855660884,719.753352574575,859.524366152614,951.575040797371,712.33115576984,722.999070033493,893.321617197585,544.92974074134,794.707475645726,748.322670779278,909.664120927651,740.655204971268,991.645224004684,712.513592554725,834.548159450234,894.692600645989,910.957298383758,785.229266364581,759.122774648233,890.724363187207,297.534670403025,776.827449938988,534.694128707412,668.266886801955,699.953726802858,677.922340588827,784.594947004473,832.439530364821,268.262180029814,196.636497659897,203.557487907648,2236.30366232553,337.996087422351,451.997256411534,230.050445606833,221.68151011268,265.759500631067,396.584127854709,167.500911036806,256.72306720807,741.696605824537,208.155916431419,940.9762882570635,592.2490623372489
ASB6,20.021891606401,50.8997241518453,0.331910610819881,41.0540089583979,125.585409151573,6.52805847656219,11.6096244221277,0.343505741328872,68.1808167841834,10.1645812824446,47.586415608901,67.2546557347777,2.87414297491626,200.849401285436,0.161254110678741,0.16062299768114,0.149727146508749,15.0203793469482,15.1840166769893,15.2695176992442,8.44055657064914,11.7363425959348,12.4330720678539,10.0195587282055,10.7382526019916,11.1628030463255,18.9898307526898,7.44354796687089,11.2360199218872,13.9500897349,9.99013785858095,9.74068837606299,10.131098493482,8.82809222591006,9.15030694620414,11.3831667473297,9.26123440132698,14.4285814300021,12.0008199050318,10.3290915309359,10.5440765928907,6.91987686235207,6.79114325334319,11.6001590825156,32.2587369743926,9.94211638671951,7.86647069795244,13.4371222315804,6.52026132016909,7.19715285552563,7.19586086671733,23.1202107078563,6.55981428245692,8.57685991603415,8.2569848174315,8.18567746459783,8.58673669244158,5.21821220861459,4.5890660558029,9.38413300499474,25.2569230320305,6.05104408230869,17.386625287847476,18.692261417572652
ASB7,33.2446885605922,75.14659143746,0.844995135842753,83.1037497492554,235.788428291655,11.2414790284672,27.4166860885103,1.38271931319723,132.374358064587,18.4826380313324,104.432992320545,158.861984321065,12.8778418215486,407.886254088734,0.389113180116092,0.355567148712951,0.379308771155497,42.0628898656294,56.1374046729356,54.0917435208843,39.5571941825367,49.6296547529587,59.0647670581506,29.3793840674501,48.5864181433815,46.6500612156356,48.773881091119,45.3203519441253,37.7557480725371,46.8739622342324,37.4482386592369,42.429292602792,44.0293447153598,54.9418916177226,37.3919950517725,43.3856640085056,38.0476577209403,40.4203142344876,48.109180331549,43.5584593452793,42.1763063715628,32.3575515454927,54.3353850191693,48.5451275177037,46.8664669250609,51.3620742486697,45.569476694117,54.9499834324299,49.3676928527088,46.0103700406817,51.5906635020581,105.732670920075,43.2682699640846,65.1254344194684,68.1653272154382,54.5711830973188,59.3915954560543,36.5274854603021,46.4642938150044,46.2503698103312,50.7393543054183,23.2965197168884,58.819711290540596,73.2634717405183
ASB8,26.1078857323079,144.684038491195,0.707302961048479,79.344028681715,259.364227399062,19.1073256875043,24.5164540699488,0.85514087503812,106.146172853249,32.8852395148134,174.273362158828,121.325648080832,6.74836595623303,439.993170468131,0.294464028195961,0.453039224228857,0.304445197901123,72.7647904158569,94.8595659551337,100.611479634746,66.3792237545636,79.0099860129313,78.2362571973476,95.5537578147509,78.8125539094955,75.9255116291393,91.3510805682024,126.385241520829,70.4093680271637,57.6686745290955,97.5811838464646,89.4997367259435,103.946093886407,95.1356762227484,96.8125068258882,93.6174318614905,84.2052785993334,78.6598586922085,75.5525932628162,91.5392542861389,50.8032781293825,100.377090216815,125.818640715246,67.3116875310713,55.3876427296175,210.077781476287,95.7562296674669,82.927641217527,19.5607839605073,23.6477879538699,23.7829299832183,60.7610415554028,16.8964913336012,31.9267903338305,22.4204259276242,20.4920361018503,23.0410767913849,5.21821220861459,18.3562642232116,34.1850559467666,23.6783653425286,17.2454756345798,49.68248769044246,72.4809273729046
ASCL1,11.0849447665958,73.0478728153326,0.352202089210616,14.9403256608355,27.3471153054564,0.395683828619334,0.398582611246582,0.0173926957634872,2.80312280054869,11.0603051142642,14.7475566161235,0.866736005547112,0.198566609966479,40.2727870403546,0.008763810362975,0.0096099229381878,0.0049909048836249,1.62974481910161,25.1661617713449,7.65567599715532,2.06471540377914,0.0851174731048457,0.0613978867548343,23.2657550129518,0.0689429828919424,0.0615030470871926,3.79796615053795,0.659064142900026,1.02042562358208,1.28706185054137,109.226492474515,1.36560631154609,0.79309104368167,1.38479878053491,1.00414891042021,1.82292705918091,3.13350036135123,1.3693205575046,0.847205691373189,0.66489661052432,0.958552417535519,1.19218852310185,0.393056522701535,0.162872748428456,0.608655414611181,0.77135966362607,0.712542635684097,0.858210361506045,0.0,0.0,0.0,3.46034195738426,0.132521500655695,0.163058173308634,0.180809886513099,0.0,1.57423506028096,0.0,0.0,0.0,0.0,0.0,127.1159444622457,0.9617025973217755
ASF1A,17.0086070653769,45.6500288138994,0.381189915483094,15.8070616663826,59.1540076829336,4.04670054763802,6.45993708482187,0.565262612313334,13.9822780025301,10.1587837171901,39.8350708636402,33.1925104733017,4.53079724638841,86.1170342902796,0.310238886849317,0.207299766238053,0.184663480694124,32.1859530149704,45.7725782526755,42.2526380170867,20.1158339405523,23.0322947875445,18.8491512337341,38.0969662377532,19.6993083116577,21.6183210511482,38.179554460671,21.0125156148126,25.9868392138904,28.8550963266532,37.1231158295198,31.8004826394998,35.7146805477294,27.4017058698346,39.6513301002179,36.0534462815779,30.8754235605141,33.5229958707607,34.9169774230236,39.630930529624,23.0052580208524,41.221214043337,21.7865615440279,20.4133844696998,19.4769732675578,25.5861923849552,42.4912925079617,31.0672150865188,23.2866475720325,10.2816469364652,32.1984282849725,35.1032467454648,15.3724940760607,19.5343691623744,10.0048137203915,12.4177283986756,12.736992760455,0.0,12.0462983964826,14.0761995074921,12.8539697573726,7.26125289877042,30.107374306351648,35.49527485038425
ASH1L,354.18775531028,1446.41716264838,12.1850327736364,1005.19200956367,3033.27019784772,184.342283614574,381.379785745179,19.5783778644321,1194.86080625581,295.910629372089,1487.94367317502,1651.12049543674,184.300251266478,4788.87296490966,5.93748152091559,5.94030522193413,5.68963156733246,873.568342409906,870.814058530212,964.740678526769,776.663346285562,796.160470931691,769.59181152847,1010.05077055012,824.404868758982,724.567397734216,976.077300688254,984.331681660687,1002.69289385672,943.125709577345,937.861137250391,890.203420627294,895.169536078117,902.733015045952,898.286511539157,965.381661052004,906.421846749624,888.739757396687,935.772725636073,912.892737775309,1072.42844473874,953.815611336,944.730069290411,884.806205837587,1028.6276506929,927.438952398904,878.11854308013,1026.56671413749,1043.24181122705,725.884273714442,912.53272889456,1459.16212302232,1146.57602367308,1604.78593006891,1171.94941441573,840.786013863691,901.893577262781,699.240435954355,727.36696984476,1114.70094195045,1813.08626051362,1387.50440807338,868.5299255572875,1263.3442074539948
ASH2L,39.1321160765326,159.715675804789,1.05805565894547,98.3759860209108,286.608435921251,19.150807426913,26.8093911281019,1.63781218439504,101.844379434413,33.9317000432499,187.330928503266,130.8756874463,15.6969079265472,480.944272643262,0.640634537533476,0.538155684538521,0.539017727431496,85.1486405363423,67.6048722017339,71.1183016129183,98.0189226020752,81.7769206821222,80.0321453849265,92.0440818760574,81.2623279015892,79.4619368366529,85.3542919094582,78.389864526109,93.8564812445831,99.0207262432633,96.75359846173,83.407031643661,78.4904297424311,80.422189179565,80.0557718832511,92.8882610378182,86.1550121575075,81.4492153834216,81.3582215496816,74.5457339380871,95.0883998195234,81.1724881381524,83.9331650778373,79.8981315901815,80.9511701432871,101.98130858052,73.3396383488452,75.6205929967041,80.1060676477917,53.9786464164422,76.2273396898022,138.695632084491,74.5433441188287,102.433144472484,93.8403311002982,90.9334102019609,74.8477215024491,73.0549709206042,57.9369589545116,52.9533219567561,80.5064421645971,64.1410672724721,71.17354295706295,76.60930360126885
ASIC2,2.0407429695825,751.020951241318,2.39729323273398,913.570187064242,1043.49942198275,154.161608290982,210.744395783547,0.0840646961901881,385.669984033506,6.49327308503522,987.993532236204,298.167331647402,0.64497913456265,1150.89786893097,0.140220965807601,0.0233383842784563,0.0848453830216244,4446.7456768456,201.549822392467,755.443700309458,40.3665626208181,397.91431807262,1312.94775983707,225.128729164256,49.5577481690146,912.735970297482,1481.40669166509,44.1185290953077,2708.73115586112,188.409247669572,74.2610099694812,30.7882150239481,84.8351580918845,152.43172576738,2479.19345238197,1414.34834098316,45.4334341282141,147.075170991235,2483.02372335728,1725.08198736128,37.000123316871,5755.69181097221,1945.92302001652,604.529351250286,115.035873361513,77.6705458027468,6078.63947132594,422.656342893706,9.31465902881299,41.8977112660956,9.635135736791,42.2674362053825,24.1851738696644,19.1756411810954,9.40211409868113,8.57547162957867,9.5885226398931,135.673517423979,6.88359908370435,15.4167899367771,20.5212499635247,15.1276102057717,741.991339797652,10.496909926547215
ASIP,3.10604558509609,27.6427911334356,0.124647652971658,29.5704815805555,50.9562504130766,7.49480248274936,4.81777672648595,0.511635133709248,27.1123139126493,5.67871516677857,21.0031295257244,37.5363362402326,0.687011482657744,83.3472474899443,0.0157748586533551,0.0247112304124831,0.0149727146508749,9.40268311785013,14.386223404341,10.2075679962071,28.4985784798956,7.46566590189168,5.95559501521893,21.7373477493272,8.09543825780052,7.38036565046311,23.3874757691021,26.7502505059422,9.66002923657705,12.0817741454044,17.5714111151668,37.3679545250338,15.0175626658432,35.7451185225574,25.6057972157153,22.9283714554754,17.2551419898408,34.7908852758575,10.6278928248155,30.3739203551924,3.06736773611366,22.2109905282237,31.9186852403342,6.21630989835274,8.52117580455653,31.9175761759909,27.4946451689304,12.1130262452567,5.58879541728779,3.59857642776281,2.80516610058472,16.8531469405937,6.29477128114553,14.3817308858215,2.71214829769648,4.67752997977019,7.72806302319742,20.8728488344584,2.86816628487681,6.70295214642482,11.2754120678707,6.65614849053956,8.048759229742334,17.33260784662235
ASL,18.3333507260291,101.890759956449,0.537724177354479,58.878623333345,193.547367847399,16.0201221894853,10.3602491097839,0.591351655958565,54.9406271342288,19.1580543834811,135.152841212805,53.4694949509005,6.82228491322785,334.689093968098,0.341788604156027,0.350075764176844,0.294463388133873,144.820209782216,27.3000966225749,25.8954286461155,51.5435553399425,84.5808629483151,80.0628443283039,54.0037233147348,83.4822919507097,123.252106362734,60.9673513638988,38.4583311621663,81.974191761094,48.8668321963609,46.8915790314754,41.8276618501529,32.9772372679249,38.8609157787609,41.5215574458756,49.8266729509448,45.6191230385164,45.4411562786711,59.2325371990871,35.1209729000986,64.0313014913726,40.4955340727532,39.9482684898084,91.7154543372683,77.29923765562,42.1760627772844,40.282410337341,54.7783413601287,16.7663862518634,29.5597349423374,13.7819030159162,29.1565850112933,36.5759341809719,33.9161000481959,23.5655552088739,10.9699215001753,22.1824031221408,15.6546366258438,21.7980637650638,15.4167899367771,21.6487911703118,17.2454756345798,19.287377067759948,26.73758569377255
ASNS,23.3496940624816,214.741817026522,0.879780527369727,192.525546971294,556.401033821837,44.6122646333447,56.6726497540094,0.959497049619044,354.837082618784,68.1518289579109,363.576912239936,199.93483536654,4.67573637775081,1021.24256897074,0.183163636586178,0.29516191881577,0.314427007668373,11.2484545313456,22.5133369866851,28.9911664810308,6.06751033323897,16.6965941807839,26.1554997575594,11.3215352861079,17.249534319564,19.1889506912041,18.3901518868154,3.0239413615413,12.9027151070712,7.3487079853491,11.9852097682088,8.20318756376285,22.6158865359547,7.56446333867195,9.52686278761172,9.68176815876081,9.21945439650896,30.3279145699166,12.2012748230799,9.06114915737794,3.64249918663497,10.2113538717855,3.21620059448637,18.9837236779389,4.86924331688945,7.74742238247302,6.00910956093589,18.6354249927027,0.0,0.514082346823259,0.121963743503684,0.102528650589163,0.132521500655695,0.326116346617268,0.241079848684132,0.0556848807115498,0.286224556414719,0.0,0.0,0.0,0.0,0.0,13.68887086605042,32.230694823943935
ASPA,36.5116165815005,2.55382749460537,4.08873289573311,7.41073778655917,7.86149848509621,3.35099271709853,0.698606613166736,3.21474993361788,1.5566462708321,0.533376003413607,2.93791619271571,5.75263412377339,1.57983653185009,7.981797964127,0.0490773380326602,0.484614685311474,0.244554339297623,1.08515684625755,110.568958689721,5.0201154079707,24.8178791534253,1.4914061591849,0.782823056124137,0.962330499319174,1.43554611043889,2.15260664805174,1.79903659762324,0.387684789941192,1.17915849836152,17.3130577959919,1.01970342047646,0.678028308529875,0.921008953952907,0.501989557943905,0.815870989716419,1.09375623550854,1.26268459005561,2.38363208158208,6.26327064693751,1.09269830566787,0.766841934028415,1.01076853045592,0.455446446939874,1.50204867995132,113.20990711768,0.673198674617766,0.669790077543052,0.563966808989687,2.7943977086439,387.618089504737,2.68320235708104,74.6408576289108,11.5956313073734,77.4526323216012,3.31484791940681,163.212385365553,27.9068942504351,422.675188897782,5.73633256975363,32.1741703028391,6.99075548207986,40.5419953514682,44.31249650786654,997.7664605404235
