gene,AC-like,AC-like_Prolif,Astrocyte,B_cell,CD4_INF,CD4_rest,CD8_EM,CD8_NK_sig,CD8_cytotoxic,DC1,DC2,DC3,Endo_arterial,Endo_capilar,MES-like_hypoxia_independent,MES-like_hypoxia_MHC,Mast,Mono_anti-infl,Mono_hypoxia,Mono_naive,NK,NPC-like_OPC,NPC-like_Prolif,NPC-like_neural,Neuron,OPC,OPC-like,OPC-like_Prolif,Oligodendrocyte,Pericyte,Perivascular_fibroblast,Plasma_B,Prolif_T,RG,Reg_T,SMC,SMC_COL,SMC_prolif,Scavenging_endothelial,Scavenging_pericyte,Stress_sig,TAM-BDM_INF,TAM-BDM_MHC,TAM-BDM_anti-infl,TAM-BDM_hypoxia_MES,TAM-MG_aging_sig,TAM-MG_pro-infl_I,TAM-MG_pro-infl_II,TAM-MG_prolif,Tip-like,VLMC,cDC1,cDC2,pDC,Stress_denovo,MES_AClike_denovo,Hypoxia_denovo,OPClike_denovo,MESlike_denovo,Low_signal_denovo
ARFGEF1,0.06548431552697204,0.038125919810474175,0.04555868875572788,0.06602564102564103,0.0919753086419753,0.0028571428571428567,0.05084409136047666,0.05084745762711865,0.07798573975044563,0.052380952380952375,0.0,0.03,0.08545010467550593,0.06501323845771968,0.07082922013820335,0.050122206703910606,0.015091463414634146,0.04500655464187821,0.03761552680221811,0.03655700510493477,0.03989898989898989,0.03959810874704492,0.04680682895984824,0.06602959309494451,0.0816708229426434,0.1079814385150812,0.08573400828347906,0.02586819258089976,0.02598314606741573,0.07548806941431671,0.0627429117553361,0.032422802850356286,0.04895397489539748,0.0,0.020545580110497237,0.0027363184079601983,0.027324632952691677,0.03095238095238095,0.0,0.0,0.1095808383233533,0.02567079463364293,0.031026474686483976,0.06749085489771034,0.045175950633755846,0.07625891009427455,0.0517571290298563,0.029193037974683544,0.03315847598012148,0.022,0.0,0.06818181818181818,0.01685934489402697,0.10555555555555556,0.037049897944774646,0.1867331371908031,0.03372371102978645,0.13824105548193813,0.09722507465106538,0.04499844154842608
ARFGEF3,0.01994028087675548,0.021434724864496213,0.05613323933732815,0.0,0.04259259259259259,0.0028571428571428567,0.017742469380999666,0.01694915254237288,0.0,0.052380952380952375,0.0,0.01,0.05521051407304024,0.10299106404103922,0.09698914116485687,0.037552374301675975,0.033384146341463417,0.018430461208437617,0.020979667282809613,0.015002836074872374,0.03653198653198653,0.03605200945626477,0.04064179576351565,0.04630086313193588,0.39588528678304236,0.18547563805104408,0.05513115508513575,0.016002367797947906,0.10645241242564442,0.03551286024171057,0.02005415737496018,0.040736342042755336,0.023849372384937235,0.0,0.01087707182320442,0.007711442786069651,0.013458401305057092,0.07857142857142857,0.014957264957264956,0.0,0.0017964071856287414,0.013286893704850356,0.014073385973060844,0.04066522151469991,0.03008255503669113,0.0401586571625661,0.02964410691683419,0.021281645569620252,0.027636664826062945,0.032,0.03896103896103896,0.1590909090909091,0.001445086705202308,0.0,0.051761254958343494,0.05320366132723112,0.007382626117570755,0.04575675519963127,0.057757968410101196,0.05969608587657278
ARG2,0.0045839348995931235,0.005066585304569436,0.0,0.0019230769230769197,0.0,0.0,0.020721615359152595,0.0,0.012032085561497326,0.004761904761904759,0.0,0.049999999999999996,0.019388229820888576,0.011521595234155219,0.03134254689042448,0.013809357541899436,0.0,0.02331664879037064,0.026524953789279108,0.015570051049347704,0.0,0.01832151300236406,0.020882073980398354,0.0376695437731196,0.11159600997506235,0.05136890951276102,0.024911796287774197,0.008898973954222573,0.010616325181758094,0.021568019832661912,0.018779866199426568,0.01579572446555819,0.0,0.0,0.006733425414364641,0.007711442786069651,0.012642740619902115,0.03095238095238095,0.0,0.0,0.0017964071856287414,0.016898864809081527,0.006874129122155129,0.04066522151469991,0.029832388258839226,0.039583812370659915,0.023538828084282627,0.07033227848101266,0.016593042517945883,0.0,0.0,0.06818181818181818,0.011078998073217723,0.0,0.019739021040064697,0.023629726490138385,0.011534430444248851,0.02160943711470876,0.04184817121779194,0.021320688632086544
ARHGAP10,0.016987137419608875,0.004815320004307405,0.0,0.0,0.04259259259259259,0.0028571428571428567,0.03694141012909632,0.03389830508474577,0.035204991087344026,0.0,0.20555555555555555,0.01,0.017294719702256333,0.024511831871586957,0.03677196446199408,0.0033344972067039062,0.018140243902439023,0.04989274222381123,0.07643253234750462,0.018973340896199658,0.02306397306397306,0.013002364066193851,0.012503951944356623,0.015474722564734892,0.049251870324189526,0.12700696055684454,0.04232244209234545,0.007320441988950276,0.002354593522802379,0.18704679268670593,0.12359031538706595,0.021733966745843224,0.044769874476987444,0.0,0.011567679558011048,0.0873134328358209,0.05261011419249592,0.03095238095238095,0.023504273504273508,0.0,0.0377245508982036,0.025154798761609903,0.01871806781235485,0.03727814659260263,0.0564334556370914,0.023258220280524256,0.021230734867098505,0.021281645569620252,0.018249585864163448,0.011999999999999997,0.05194805194805194,0.0,0.01493256262042389,0.0,0.03469428362366654,0.0861338127928517,0.018002443600315,0.023856369188223765,0.047982394508924345,0.013046435430298663
ARHGAP12,0.04487793673710461,0.03062385584550774,0.032516743038420864,0.014743589743589743,0.030246913580246913,0.0028571428571428567,0.01674942072161536,0.01694915254237288,0.03163992869875223,0.028571428571428567,0.0,0.0,0.02939055594324261,0.03828810193612443,0.02936821322803554,0.04209148044692737,0.0,0.02796448575855083,0.019131238447319777,0.014435621100397051,0.0028619528619528607,0.01713947990543735,0.019775529560543785,0.031504315659679406,0.10660847880299253,0.07271461716937355,0.033246407935777475,0.014423835832675612,0.022513218770654327,0.027145955996281376,0.04076138897738134,0.006294536817102136,0.02803347280334728,0.0,0.0018991712707182307,0.0,0.011011419249592168,0.03095238095238095,0.006410256410256412,0.0,0.0,0.023606811145510834,0.025220622387366467,0.06166508603170302,0.0304994996664443,0.07844332030351805,0.039769935224480676,0.04501582278481013,0.01935394809497515,0.0019999999999999983,0.012987012987012988,0.0,0.01493256262042389,0.0,0.026619725542048035,0.05586248229268823,0.004562641867790797,0.1242409402546523,0.03272790531137264,0.02734241698165955
ARHGAP15,0.002024543903399397,0.0029487777737894367,0.0,0.02756410256410256,0.030246913580246913,0.0028571428571428567,0.07633234028467395,0.1016949152542373,0.06372549019607843,0.0,0.0,0.01,0.004501046755059312,0.005067847095813333,0.009624876604146099,0.0,0.0,0.04393397687999047,0.02467652495378928,0.028615995462280202,0.03316498316498316,0.002364066193853426,0.00981662978185267,0.011775585696670776,0.011845386533665837,0.00032482598607888255,0.01302346985734008,0.0021902131018153113,0.0021893588896232654,0.027455841338704677,0.001895508123606244,0.018171021377672205,0.044769874476987444,0.12857142857142856,0.017783149171270718,0.0,0.0,0.0,0.0,0.1,0.01976047904191617,0.030830753353973162,0.041941477008824904,0.05787156211895407,0.020492828552368243,0.04487238445619683,0.03329238329238329,0.06558544303797469,0.012175593594699061,0.0,0.012987012987012988,0.0,0.018786127167630055,0.10555555555555556,0.016799317064403907,0.0038629181649776564,0.0,0.005362389813907933,0.023073934955614706,0.00766522532210678
ARHGAP22,0.0,0.0,0.0,0.0019230769230769197,0.0,0.0,0.0,0.008474576271186442,0.004901960784313722,0.004761904761904759,0.09444444444444444,0.01,0.010083740404745283,0.0,0.007156959526159919,0.0,0.0,0.03368490048861876,0.03946395563770795,0.0030913216108905267,0.0,0.007683215130023638,0.008077774264938348,0.011775585696670776,0.011845386533665837,0.06993039443155452,0.006146136933067443,0.0,0.07257931262392599,0.002665013944840408,0.021647021344377192,0.008669833729216148,0.011297071129707112,0.12857142857142856,0.0,0.0,0.015905383360522017,0.0,0.0,0.0,0.01976047904191617,0.03392672858617131,0.019182535996284254,0.0727746917761821,0.04834472981987992,0.13155897907564956,0.05801131710222619,0.024446202531645565,0.01769740474875759,0.0019999999999999983,0.0,0.0,0.01685934489402697,0.0,0.016041926083775145,0.0,0.0,0.01602811545774039,0.011075718474280846,0.0
ARHGAP42,0.051177976112350705,0.03607990236548333,0.007137821642580186,0.0,0.005555555555555555,0.0028571428571428567,0.0,0.0,0.0,0.0,0.0,0.01,0.02543614794138171,0.019340559324838653,0.037759131293188544,0.03685405027932961,0.018140243902439023,0.002341794780121557,0.008040665434380773,0.00989790130459444,0.009595959595959595,0.037825059101654845,0.021514385077458106,0.011775585696670776,0.03179551122194514,0.06436194895591647,0.06438615329549521,0.016791633780584056,0.0008674818241903503,0.1551286024171057,0.049681427206116596,0.022921615201900235,0.002928870292887027,0.0,0.000517955801104971,0.027611940298507463,0.005301794453507334,0.1261904761904762,0.014957264957264956,0.0,0.0,0.005546955624355001,0.0,0.007133179785936864,0.009985823882588393,0.009346976316394574,0.006041992405628768,0.0,0.004445057979017116,0.072,0.03896103896103896,0.0,0.0,0.0,0.017107408310761366,0.08746322327558026,0.00048032380599434543,0.15493460851529642,0.07298543459755982,0.04449502420152118
ARHGAP45,0.0,0.0,0.0,0.5916666666666667,0.06728395061728394,0.0028571428571428567,0.3507447864945383,0.2457627118644068,0.36853832442067735,0.004761904761904759,0.0,0.01,0.004733658990462894,0.0003930167135528691,0.0,0.0,0.0,0.05537480634012632,0.08197781885397412,0.06718661372660238,0.10050505050505051,0.002955082742316782,0.008077774264938348,0.013008631319358815,0.0,0.0,0.0,0.007320441988950276,0.0,0.002665013944840408,0.0,0.022921615201900235,0.23723849372384936,0.0,0.05093232044198895,0.0,0.0,0.0,0.0,0.0,0.4149700598802395,0.040118679050567596,0.05378541569902462,0.11734859775098226,0.06635673782521681,0.0962635088526098,0.046768669495942224,0.20799050632911392,0.00665378244064053,0.0,0.0,0.0,0.04961464354527938,0.0,0.04397553242018511,0.0,0.0,0.007242034913867603,0.004853670400345893,0.002039804245629117
ARHGAP5,0.20080391127444547,0.10015255393230195,0.054018329221008105,0.014743589743589743,0.005555555555555555,0.0,0.0001986097318768601,0.02542372881355932,0.0031194295900178227,0.004761904761904759,0.0,0.01,0.02008606652709932,0.02492553367532682,0.07132280355380059,0.103893156424581,0.0,0.006989631748301752,0.020979667282809613,0.0036585365853658534,0.0,0.03664302600472813,0.07526082832753715,0.026572133168927245,0.049251870324189526,0.037911832946635735,0.40694891854578924,0.03731254932912391,0.037219101123595506,0.02590641462658816,0.014956992672825738,0.01223277909738717,0.0,0.0,0.0025897790055248605,0.007711442786069651,0.0,0.03095238095238095,0.014957264957264956,0.0,0.0017964071856287414,0.0014189886480908132,0.0026939154667905245,0.009910581222056628,0.006483488992661775,0.01176132444240055,0.014529819075273618,0.0,0.013279955825510765,0.0019999999999999983,0.09090909090909091,0.0,0.007225433526011557,0.0,0.003461533524178745,0.39340198321891684,0.0,0.11565650746096676,0.16179655726851414,0.06550145187705049
ARHGDIB,0.0,0.0,0.0,0.1685897435897436,0.3265432098765432,0.012380952380952378,0.22462760675273089,0.2457627118644068,0.3988413547237077,0.3619047619047619,0.5388888888888889,0.03,0.2645615259362642,0.060917590600695015,0.004195459032576506,0.0,0.033384146341463417,0.11257895364080561,0.27421441774491684,0.20558706749858197,0.2755892255892256,0.0,0.00697122984508378,0.0,0.0,0.004501160092807422,0.005481413304699083,0.0,0.0,0.07827703749612644,0.03343421471806307,0.049049881235154386,0.4924686192468619,0.0,0.047479281767955794,0.0873134328358209,0.0028548123980424098,0.22142857142857142,0.13461538461538464,0.0,0.3131736526946108,0.2857327141382869,0.2590803529958198,0.18109334778485298,0.10596647765176784,0.21548631869395263,0.22173702628248082,0.22381329113924053,0.2081998895637769,0.092,0.09090909090909091,0.24999999999999997,0.1960500963391137,0.0,0.05896930640958163,0.01733137190803094,0.0,0.020190701158034223,0.023175271243463805,0.0
ARHGEF12,0.08897821236382727,0.08058975555475788,0.14813182939725061,0.05320512820512821,0.030246913580246913,0.021904761904761906,0.03032108573320092,0.03389830508474577,0.0,0.004761904761904759,0.20555555555555555,0.0,0.17919283554314958,0.11755336753268245,0.05602171767028628,0.049423882681564245,0.0059451219512195105,0.014855202002145155,0.013585951940850275,0.013301191151446397,0.04663299663299664,0.02482269503546099,0.05882073980398356,0.05246609124537607,0.22381546134663338,0.05647331786542924,0.07507286393618653,0.02586819258089976,0.01226867151354924,0.22795165788658198,0.03980567059573112,0.021733966745843224,0.023849372384937235,0.0,0.005352209944751381,0.11218905472636816,0.028955954323001624,0.1261904761904762,0.014957264957264956,0.0,0.007784431137724548,0.027218782249742,0.020111472364143058,0.02962335726866278,0.011653602401601067,0.02912163715796735,0.028452832998287547,0.026028481012658224,0.01769740474875759,0.192,0.025974025974025972,0.0,0.01493256262042389,0.0,0.040297693166792894,0.14606625258799172,0.016606927780608696,0.14973497724261103,0.06748625204361514,0.0487215877140461
ARHGEF18,0.07670626066412914,0.04498187300333824,0.08468452590764891,0.19423076923076923,0.05493827160493827,0.0,0.14485269778219131,0.11864406779661017,0.10472370766488415,0.052380952380952375,0.0,0.03,0.11266573621772505,0.05231259308290584,0.10192497532082923,0.04907472067039106,0.0,0.07468120605410558,0.057948243992606285,0.04449801474758934,0.026430976430976433,0.05141843971631205,0.07241542839076825,0.062330456226880396,0.11907730673316709,0.11587006960556843,0.12551516081198547,0.03336621941594317,0.06630039656311963,0.06371242640223118,0.0764415418923224,0.06805225653206651,0.09497907949790796,0.0,0.033667127071823205,0.07238805970149254,0.04445350734094616,0.07857142857142857,0.04914529914529915,0.0,0.13353293413173653,0.04424664602683179,0.050301904319554114,0.08639073296301314,0.06327134756504336,0.0705104621752127,0.046694214876033056,0.07191455696202532,0.013279955825510765,0.052000000000000005,0.05194805194805194,0.06818181818181818,0.01685934489402697,0.0,0.06282686555668236,0.21471613817151575,0.050944723676286656,0.12571008814887366,0.10422403426517679,0.06434894748285971
ARHGEF7,0.08116878855492846,0.03794644459600129,0.06177299964751498,0.10448717948717948,0.005555555555555555,0.06952380952380952,0.12101952995696788,0.06779661016949153,0.10115864527629233,0.0,0.0,0.0,0.3313212374970923,0.06468227701472778,0.09550839091806515,0.03685405027932961,0.0059451219512195105,0.04143129543558575,0.03761552680221811,0.015002836074872374,0.056734006734006734,0.09633569739952719,0.09644325007903888,0.13014796547472257,0.33104738154613467,0.17665893271461716,0.209474868333589,0.04481057616416732,0.058369134170522134,0.21741555624418965,0.047769990442816185,0.037173396674584316,0.07405857740585775,0.0,0.015711325966850827,0.08233830845771144,0.045269168026101134,0.1738095238095238,0.014957264957264956,0.0,0.1035928143712575,0.04063467492260062,0.029865304226660474,0.09235198482590436,0.0910398599066044,0.07464934467693723,0.04103566376293649,0.16210443037974684,0.012175593594699061,0.102,0.05194805194805194,0.0,0.020712909441233135,0.0,0.07527888676362983,0.2384493843303912,0.03638735118358271,0.061578901883966114,0.10102180756914513,0.10316885153365561
ARHGEF9,0.042974799842499016,0.030982806274453496,0.014892492069087063,0.014743589743589743,0.0,0.0,0.007480966567361795,0.0423728813559322,0.006684491978609625,0.004761904761904759,0.09444444444444444,0.03,0.002872761107234237,0.013217772629488662,0.02443237907206318,0.017650139664804464,0.0028963414634146332,0.0037718984626385395,0.0,0.0036585365853658534,0.00622895622895623,0.05614657210401891,0.04759721783117293,0.06726263871763255,0.17892768079800497,0.08431554524361949,0.0600398834177021,0.023500394632991316,0.00698116325181758,0.01568019832661915,0.007948391207390888,0.01223277909738717,0.011297071129707112,0.0,0.0,0.012686567164179105,0.0,0.0,0.0,0.0,0.0,0.008642930856553144,0.0010682768230376206,0.01092670369868581,0.0005628752501667771,0.018889399862037252,0.011700543518725336,0.0117879746835443,0.008862506902263942,0.0,0.03896103896103896,0.0,0.003371868978805391,0.0,0.007729880999756092,0.0534869783153536,0.0016557997869087807,0.10820274240940254,0.023445501344394753,0.026476967585278375
ARID1A,0.0860906943168395,0.043797336587817225,0.08468452590764891,0.014743589743589743,0.05493827160493827,0.012380952380952378,0.04356173452499173,0.08474576271186442,0.044117647058823525,0.028571428571428567,0.0,0.01,0.07381949290532681,0.06058662915770313,0.04170779861796643,0.028124999999999997,0.0028963414634146332,0.03916696460493386,0.04870609981515711,0.034288145207033466,0.05336700336700337,0.04609929078014184,0.0787385393613658,0.06602959309494451,0.06670822942643391,0.08849187935034802,0.16054098276831824,0.017580899763220203,0.03622769332452082,0.07951657886581964,0.04203568015291494,0.037173396674584316,0.040585774058577405,0.0,0.019164364640883978,0.04253731343283582,0.011827079934747145,0.03095238095238095,0.04059829059829059,0.1,0.08562874251497005,0.037022703818369446,0.016627960984672546,0.06017477306598022,0.03358488992661775,0.05820878362842033,0.0350048395502941,0.03235759493670887,0.01935394809497515,0.022,0.025974025974025972,0.0,0.0361271676300578,0.0,0.022717236421520175,0.22214776070611308,0.015280898225784031,0.15682865702598375,0.0874562565024118,0.040602644119282064
ARID1B,0.04002165638535241,0.030552065759718583,0.014540007049700376,0.014743589743589743,0.04259259259259259,0.012380952380952378,0.0581264481959616,0.06779661016949153,0.07263814616755793,0.004761904761904759,0.09444444444444444,0.01,0.06660851360781578,0.04904434883336091,0.0343040473840079,0.02463337988826815,0.0059451219512195105,0.029513764747944225,0.022828096118299442,0.02294384571752694,0.03316498316498316,0.03250591016548464,0.04190641795763515,0.04506781750924784,0.12905236907730672,0.07178654292343388,0.058275809173186074,0.017975532754538278,0.029948777263714477,0.06805082119615743,0.04076138897738134,0.045486935866983366,0.057322175732217574,0.0,0.013639502762430939,0.027611940298507463,0.006117455138662312,0.0,0.03205128205128205,0.0,0.03173652694610778,0.03444272445820433,0.025685090571295862,0.04052973851781602,0.028915110073382256,0.03912393653713497,0.02368773732410096,0.05925632911392405,0.009414688017669795,0.072,0.06493506493506493,0.0,0.013005780346820803,0.0,0.034193635348335666,0.07355889724310777,0.01044581229443646,0.0910914904649421,0.03747044358271068,0.035927289397495135
ARID2,0.04559981624885156,0.03338777414839011,0.01982728234050052,0.02756410256410256,0.030246913580246913,0.04095238095238095,0.031976166832174774,0.07627118644067797,0.05659536541889483,0.052380952380952375,0.0,0.07,0.05544312630844382,0.03795714049313255,0.038746298124383016,0.023935055865921782,0.0,0.027487784531045167,0.019131238447319777,0.020674985819625635,0.026430976430976433,0.02541371158392435,0.051707239962061335,0.04013563501849568,0.07169576059850374,0.0671461716937355,0.07251623459630822,0.031393054459352795,0.02300892267019167,0.054725751471955374,0.0512742911755336,0.047862232779097375,0.044769874476987444,0.0,0.021926795580110497,0.0,0.016721044045676994,0.0,0.014957264957264956,0.1,0.07365269461077845,0.016898864809081527,0.011054342777519741,0.04554260940251999,0.029915777184789858,0.04579213612324673,0.025549102821830094,0.03710443037974684,0.013279955825510765,0.011999999999999997,0.0,0.06818181818181818,0.026493256262042388,0.0,0.02038729637094186,0.1034597362972649,0.022374287765784956,0.10553090971942156,0.05776472416262447,0.03243657209204184
ARID4A,0.04133416458852868,0.029331634301302992,0.012777581952767,0.0,0.017901234567901235,0.0,0.014432307183051968,0.03389830508474577,0.03342245989304812,0.07619047619047618,0.0,0.0,0.04171900441963247,0.02658034089028628,0.03381046396841066,0.024982541899441338,0.0,0.03511500417113574,0.028373382624768944,0.016137266023823028,0.019696969696969695,0.013002364066193851,0.039219095795131206,0.04753390875462392,0.09164588528678304,0.056009280742459394,0.06377256225392443,0.032971586424625096,0.02185228023793787,0.029005268050821195,0.034071360305829884,0.019358669833729216,0.0071129707112970696,0.0,0.0012085635359116009,0.0027363184079601983,0.0020391517128874326,0.07857142857142857,0.0,0.0,0.007784431137724548,0.005546955624355001,0.008499767765908033,0.03700718059883484,0.0248290527018012,0.03854909174522879,0.025400193582011767,0.03552215189873417,0.007758144671452237,0.0,0.012987012987012988,0.06818181818181818,0.01493256262042389,0.0,0.01267859664437284,0.09550506701536449,0.007162586278778887,0.08106671659849052,0.061075042899028514,0.020688739196610188
ARID4B,0.04724045150282189,0.028039412757098245,0.006432851603806827,0.02756410256410256,0.017901234567901235,0.060000000000000005,0.027010923535253223,0.11016949152542373,0.035204991087344026,0.004761904761904759,0.0,0.0,0.06451500348918353,0.047720503061393346,0.043682132280355376,0.04244064245810056,0.03033536585365854,0.027130258610415924,0.02467652495378928,0.028615995462280202,0.0297979797979798,0.020685579196217493,0.04048371798925071,0.04753390875462392,0.08665835411471322,0.06900232018561485,0.08885309607813059,0.01639700078926598,0.057212491738268346,0.04635884722652618,0.04203568015291494,0.02054631828978622,0.01548117154811715,0.0,0.008805248618784529,0.012686567164179105,0.009380097879282213,0.0,0.03205128205128205,0.2,0.01976047904191617,0.018962848297213623,0.014770088248954944,0.037752337081696244,0.02174366244162775,0.03808921591170383,0.02681483136028591,0.04501582278481013,0.011623412479293207,0.072,0.012987012987012988,0.0,0.0245664739884393,0.0,0.016824991334933696,0.13715266426936906,0.008847628202158703,0.12139626663593939,0.05973740389942035,0.02346931671270616
ARID5B,0.0453373146082163,0.01928102229082164,0.0,0.0019230769230769197,0.04259259259259259,0.021904761904761906,0.055478318437603445,0.03389830508474577,0.02807486631016043,0.0,0.0,0.0,0.008920679227727376,0.02062303491643223,0.10044422507403752,0.06129539106145251,0.0,0.02784531045167441,0.028373382624768944,0.00422575155984118,0.00622895622895623,0.012411347517730494,0.013452418589946252,0.011775585696670776,0.09663341645885286,0.05832946635730858,0.04651531420974586,0.010082872928176796,0.033418704560475875,0.06619150914161759,0.08376871615164065,0.03598574821852732,0.0698744769874477,0.0,0.008805248618784529,0.03756218905472637,0.04200652528548124,0.03095238095238095,0.006410256410256412,0.0,0.07365269461077845,0.005030959752321977,0.01616349280074315,0.04784582034954614,0.038087891927951964,0.027512071740630025,0.02376219194401013,0.06716772151898734,0.014936499171728327,0.0,0.05194805194805194,0.24999999999999997,0.0,0.0,0.033410570097177114,0.14281900403181866,0.01023735349979154,0.22801751454744484,0.06466910324141005,0.026375213015159295
ARIH1,0.09750951568447302,0.07158009978821923,0.07340500528727528,0.10448717948717948,0.0919753086419753,0.04095238095238095,0.061105594174114534,0.09322033898305085,0.09046345811051693,0.028571428571428567,0.0,0.0,0.09521981856245638,0.09504798940923383,0.07082922013820335,0.08294343575418994,0.039481707317073164,0.06478965558336312,0.08197781885397412,0.034288145207033466,0.06346801346801346,0.06914893617021275,0.09770787227315839,0.10302096177558569,0.17144638403990023,0.12004640371229698,0.13400317022038144,0.07164561957379637,0.053246860541969594,0.1198016733808491,0.07357438674737177,0.049049881235154386,0.044769874476987444,0.0,0.023998618784530388,0.017661691542288555,0.036296900489396405,0.07857142857142857,0.057692307692307696,0.0,0.03173652694610778,0.04631062951496388,0.05053413841151881,0.1028519170844059,0.07369496330887258,0.0962635088526098,0.07074305710669347,0.13995253164556962,0.03039757040309221,0.072,0.03896103896103896,0.0,0.04383429672447013,0.0,0.05402059076496489,0.23681486324506917,0.060307997869087866,0.23995074033531139,0.10586568212833228,0.061160280585549356
ARIH2,0.026634072712954454,0.01281991456979791,0.007137821642580186,0.014743589743589743,0.017901234567901235,0.0028571428571428567,0.018404501820589204,0.02542372881355932,0.013814616755793221,0.0,0.0,0.0,0.031251453826471265,0.02397401952672513,0.03825271470878579,0.023585893854748602,0.0,0.01878798712906686,0.013585951940850275,0.007629041406693137,0.02306397306397306,0.027186761229314422,0.029734429339234904,0.049999999999999996,0.049251870324189526,0.05461716937354988,0.033041877588587204,0.010082872928176796,0.020530403172504957,0.03768205763867369,0.0363013698630137,0.019358669833729216,0.01548117154811715,0.0,0.0081146408839779,0.007711442786069651,0.012642740619902115,0.07857142857142857,0.0,0.0,0.025748502994011976,0.007094943240454073,0.009196470041802136,0.034297520661157016,0.015989826551034026,0.04084847091285353,0.02190082644628099,0.0022943037974683493,0.005549420209828824,0.0019999999999999983,0.0,0.0,0.0,0.0,0.014353842796441543,0.06915658711997386,0.0009146129615046072,0.07490925851241574,0.03515322046722784,0.028796971783993267
ARL13B,0.025846567791048693,0.010558526867439607,0.0,0.04038461538461538,0.005555555555555555,0.0028571428571428567,0.012446209864283346,0.008474576271186442,0.04946524064171123,0.004761904761904759,0.0,0.0,0.02055129099790649,0.02045755419493629,0.03183613030602172,0.01520600558659218,0.012042682926829269,0.012829221785246097,0.0006469500924214389,0.016137266023823028,0.0,0.014775413711583921,0.03020866266202972,0.03273736128236744,0.044264339152119705,0.030487238979118324,0.038717594723117046,0.013239936858721386,0.014251487111698612,0.03427331887201735,0.01654985664224275,0.022921615201900235,0.02803347280334728,0.0,0.0032803867403314903,0.0,0.013458401305057092,0.07857142857142857,0.0,0.0,0.0017964071856287414,0.003998968008255933,0.008035299581978631,0.017158921555344802,0.01799116077384923,0.016819958611174978,0.01385972749609113,0.0,0.006101601325234676,0.0,0.025974025974025972,0.0,0.013005780346820803,0.0,0.014039332982451636,0.07706766917293234,0.019282148978551905,0.05936797833727027,0.05242092391671507,0.021904438534348602
ARL5B,0.026634072712954454,0.026316450698158585,0.0022030313711667165,0.04038461538461538,0.005555555555555555,0.0,0.026348891095663685,0.008474576271186442,0.012032085561497326,0.004761904761904759,0.0,0.03,0.0491625959525471,0.049209829554856865,0.029861796643632775,0.020443435754189943,0.0,0.017119532832797046,0.011737523105360442,0.014435621100397051,0.02306397306397306,0.01536643026004728,0.02815365159658552,0.031504315659679406,0.021820448877805484,0.04069605568445475,0.032811780947998165,0.026262825572217836,0.014251487111698612,0.030864580105361014,0.039487097801847726,0.026484560570071255,0.0071129707112970696,0.0,0.005352209944751381,0.0027363184079601983,0.023246329526916798,0.07857142857142857,0.0,0.0,0.06766467065868265,0.014318885448916404,0.017789131444496047,0.02962335726866278,0.0238283855903936,0.027742009657392503,0.022049735686099324,0.03868670886075949,0.00996686913307565,0.0,0.0,0.06818181818181818,0.005298651252408474,0.0,0.01640778443882463,0.04021466710253895,0.006404027887154301,0.08250705767125655,0.032302292902406396,0.016309008278537613
ARL6IP5,0.18413505709410685,0.06440109120930398,0.20347197744095877,0.28397435897435896,0.14135802469135803,0.031428571428571424,0.17530619000331016,0.14406779661016947,0.22950089126559714,0.1238095238095238,0.31666666666666665,0.03,0.14127704117236567,0.11573307959622703,0.2184106614017769,0.14963337988826814,0.018140243902439023,0.13557978786795374,0.15776340110905732,0.09554736245036868,0.16111111111111112,0.08274231678486997,0.08585203920328802,0.14247842170160296,0.31109725685785533,0.3181902552204176,0.15389374648463466,0.03652328334648776,0.23731824190350295,0.13684536721413076,0.2255336094297547,0.053800475059382416,0.14937238493723848,0.0,0.06888812154696133,0.1072139303482587,0.14804241435562804,0.07857142857142857,0.03205128205128205,0.0,0.21736526946107784,0.18408152734778122,0.18290757083139805,0.19010296707763175,0.125062541694463,0.20881811910784087,0.1891259027622664,0.2396360759493671,0.11709000552181116,0.082,0.05194805194805194,0.34090909090909094,0.10934489402697495,0.0,0.10192877957355037,0.6105317641930915,0.12553822902672906,0.23251137869447486,0.1623437732228993,0.07815436489617286
ARMC8,0.036215382596141224,0.026890771384471802,0.0,0.02756410256410256,0.0,0.0,0.0025157232704402475,0.0423728813559322,0.017379679144385027,0.028571428571428567,0.0,0.03,0.028925331472435447,0.022277842131391692,0.023938795656465943,0.023585893854748602,0.0,0.017953759980931953,0.020979667282809613,0.009330686330119114,0.019696969696969695,0.019503546099290777,0.03858678469807145,0.05739827373612823,0.03927680798004987,0.046264501160092814,0.05472209439075522,0.030603788476716656,0.027635492399206874,0.02497675859931825,0.03853137942019752,0.0169833729216152,0.023849372384937235,0.12857142857142856,0.005352209944751381,0.007711442786069651,0.012642740619902115,0.0,0.0,0.0,0.013772455089820355,0.008642930856553144,0.00617742684626103,0.02278146592602628,0.016406771180787195,0.0295815129914923,0.023911101183828457,0.0,0.00996686913307565,0.0,0.0,0.0,0.0,0.0,0.003532137768135664,0.07872398387272528,0.014030145457914478,0.03688425419139252,0.03844327194606208,0.01464237553006099
